Banner,UPC,Northern California,New York,Kansas,Texas
Walmart,946880003,,55.34,53.14,
Wegmans,946880003,,59.49,,
Safeway,946880003,69.09,,58.89,59.49
Safeway,947534594,,,40.69,
Walmart,947534594,,38.25,36.75,37.14
Wegmans,947534594,,41.09,,39.89
Trader Joes,947534594,45.39,,,39.09
Whole Foods,947534594,,44.79,1.99,
Safeway,949435750,,,8.49,8.59
Wegmans,949435750,,8.59,,8.39
Trader Joes,949435750,,,,8.19
Whole Foods,949435750,,,1.99,
Whole Foods,950498192,72.29,64.09,1.99,
Wegmans,950498192,,58.79,,57.09
Walmart,950498192,61.61,54.76,,53.1
Trader Joes,950498192,,57.59,,55.89
Safeway,950498192,,,58.19,58.79
Wegmans,952287274,,53.09,,51.59
Whole Foods,952287274,65.29,57.89,1.99,
Walmart,952287274,,49.44,47.44,47.92
Trader Joes,952287274,58.69,51.99,49.99,50.49
Safeway,952287274,61.69,,52.59,53.09
Whole Foods,952635660,,14.09,1.99,13.69
Walmart,952635660,13.57,12.03,,
Trader Joes,952635660,14.19,12.59,,12.29
Safeway,952635660,,,12.79,
Wegmans,952635660,,12.89,,12.49
Whole Foods,953126270,34.79,30.79,1.99,
Wegmans,953126270,,28.29,,27.39
Walmart,953126270,,26.31,,25.5
Trader Joes,953126270,,,26.59,
Safeway,955026913,62.99,,53.69,54.29
Whole Foods,955026913,,59.19,1.99,
Trader Joes,955026913,,,,51.59
Walmart,955026913,,50.44,48.5,49.02
Wegmans,955026913,,54.29,52.19,52.69
Trader Joes,955421336,,,16.99,17.19
Whole Foods,955421336,22.19,19.69,1.99,19.09
Walmart,955421336,,16.87,16.14,
Safeway,955421336,,,17.89,18.09
Wegmans,955421336,,18.09,,17.49
Walmart,958194401,39.44,35.04,33.62,33.94
Safeway,958194401,43.69,,,37.59
Wegmans,958194401,,37.59,36.09,36.49
Trader Joes,958194401,41.49,36.89,,35.79
Whole Foods,958194401,46.19,40.99,1.99,39.79
Wegmans,958465158,,46.39,,44.99
Whole Foods,958465158,56.99,50.59,1.99,49.09
Trader Joes,958465158,51.19,,,44.09
Walmart,958465158,,43.16,41.43,41.86
Safeway,958465158,,,45.89,
Trader Joes,959054260,,,,18.99
Wegmans,959054260,,19.89,19.19,19.29
Whole Foods,959054260,,21.69,1.99,21.09
Walmart,959054260,,18.54,,
Safeway,959054260,,,19.69,19.89
Safeway,959211839,,,33.49,33.79
Whole Foods,959211839,,36.89,1.99,
Walmart,959211839,,31.52,30.26,30.51
Trader Joes,959211839,37.39,,31.89,32.19
Wegmans,959211839,,33.79,32.49,32.79
Wegmans,962019991,,31.29,,30.39
Trader Joes,962019991,,,29.49,29.79
Safeway,962019991,36.29,,30.99,31.29
Whole Foods,962019991,,34.09,1.99,
Walmart,962019991,32.82,29.17,,28.26
Whole Foods,962420701,20.59,18.29,1.99,
Safeway,962420701,,,16.59,
Walmart,962420701,,15.63,15.0,15.22
Wegmans,962420701,,16.79,,16.29
Trader Joes,962420701,,16.49,15.79,15.99
Safeway,963136610,,,40.99,41.39
Whole Foods,963136610,,45.19,1.99,
Walmart,963136610,,38.52,37.01,
Wegmans,963136610,,41.39,39.79,40.19
Trader Joes,963136610,,,38.99,39.39
Walmart,963229417,48.24,42.7,,
Trader Joes,963229417,50.79,44.99,,43.69
Safeway,963229417,53.39,,45.49,45.99
Whole Foods,963229417,,50.09,1.99,48.69
Wegmans,963229417,,45.99,44.19,44.59
Trader Joes,963858888,,,,47.99
Walmart,963858888,,46.92,45.16,
Wegmans,963858888,,50.49,,48.99
Safeway,963858888,,,49.99,
Whole Foods,963858888,62.09,55.09,1.99,
Safeway,964715239,,,,34.29
Trader Joes,964715239,,33.59,,32.59
Wegmans,964715239,,34.29,,33.29
Whole Foods,964715239,,37.39,1.99,36.29
Walmart,964715239,,,,30.96
Walmart,965083187,,31.05,,30.06
Safeway,965083187,38.69,,32.99,33.29
Wegmans,965083187,,33.29,,32.29
Trader Joes,965083187,,32.59,,31.69
Whole Foods,965083187,,36.29,1.99,35.29
Safeway,965370690,,,44.99,45.39
Trader Joes,965370690,,,,43.19
Walmart,965370690,47.62,42.2,,41.02
Wegmans,965370690,,45.39,,44.09
Whole Foods,965370690,55.79,49.49,1.99,
Trader Joes,966125119,,,,24.19
Wegmans,966125119,,25.49,,24.69
Walmart,966125119,26.71,23.75,22.8,23.06
Safeway,966125119,29.59,,25.19,25.49
Whole Foods,966125119,,27.79,1.99,
Whole Foods,966176819,46.19,40.99,1.99,39.79
Safeway,966176819,,,37.19,37.59
Wegmans,966176819,,37.59,,36.49
Trader Joes,966176819,,,,35.69
Walmart,966176819,39.44,,,
Walmart,966807089,58.36,51.71,49.75,
Wegmans,966807089,,55.69,,53.99
Safeway,966807089,,,,55.69
Trader Joes,966807089,,54.49,,
Whole Foods,966807089,,60.69,1.99,
Walmart,967167461,24.05,21.31,,20.7
Whole Foods,967167461,28.09,24.99,1.99,
Wegmans,967167461,,22.89,,22.19
Trader Joes,967167461,25.29,,,
Safeway,967167461,26.59,,22.69,22.89
Safeway,970617307,,,52.89,53.49
Trader Joes,970617307,,,50.29,50.89
Wegmans,970617307,,53.49,51.39,51.89
Whole Foods,970617307,65.69,58.29,1.99,
Walmart,970617307,,,,48.2
Trader Joes,971923169,,,,46.29
Safeway,971923169,,,48.19,48.69
Whole Foods,971923169,59.79,53.09,1.99,51.49
Wegmans,971923169,,48.69,46.79,61.39
Walmart,971923169,51.04,45.25,43.55,43.91
Whole Foods,975326196,34.79,30.89,1.99,29.99
Walmart,975326196,,26.33,25.31,
Wegmans,975326196,,28.29,27.19,27.49
Trader Joes,975326196,,,,26.99
Safeway,975326196,,,,28.29
Trader Joes,975793603,46.59,,39.69,
Whole Foods,975793603,51.89,45.99,1.99,
Walmart,975793603,,39.21,37.72,38.14
Wegmans,975793603,,42.19,,40.99
Safeway,975793603,,,,42.19
Trader Joes,976976235,,,55.49,56.09
Whole Foods,976976235,72.49,,1.99,62.49
Walmart,976976235,61.81,54.87,,
Safeway,976976235,68.49,,58.39,58.99
Wegmans,976976235,,58.99,,57.29
Trader Joes,977134983,36.29,32.19,30.89,31.19
Wegmans,977134983,,32.79,31.59,31.89
Safeway,977134983,38.09,,32.49,
Whole Foods,977134983,,,1.99,34.79
Walmart,977134983,,30.56,29.32,29.61
Safeway,978164640,,,13.79,13.99
Trader Joes,978164640,15.39,,,13.29
Walmart,978164640,,13.05,12.54,
Whole Foods,978164640,,,1.99,
Wegmans,978164640,,13.99,,13.59
Trader Joes,978196729,,17.49,16.89,16.99
Walmart,978196729,18.87,,,
Wegmans,978196729,,17.89,17.19,17.39
Safeway,978196729,,,17.69,17.89
Whole Foods,978196729,21.99,19.49,1.99,18.89
Whole Foods,979616943,,,1.99,1.29
Walmart,979616943,,1.14,1.11,1.15
Trader Joes,979616943,,,,1.19
Safeway,979616943,1.39,,1.19,1.19
Wegmans,979616943,,1.19,1.19,1.19
Whole Foods,980113553,56.49,,,
Walmart,980113553,48.2,42.75,,
Wegmans,980113553,,45.99,,44.59
Trader Joes,980113553,50.79,,43.29,43.69
Safeway,980113553,53.39,,,45.99
Safeway,980150388,,,51.49,
Walmart,980150388,54.52,48.43,46.56,
Trader Joes,980150388,,50.99,,49.49
Whole Foods,980150388,63.99,56.79,1.99,55.09
Wegmans,980150388,,51.99,,50.49
Walmart,980564443,,32.84,,
Whole Foods,980564443,43.39,38.49,1.99,37.39
Trader Joes,980564443,38.99,,,33.59
Wegmans,980564443,,35.29,33.89,34.29
Safeway,980564443,,,34.99,
Safeway,981197816,52.09,,44.39,44.89
Whole Foods,981197816,,48.89,1.99,
Wegmans,981197816,,44.89,,43.49
Walmart,981197816,,41.73,40.16,
Trader Joes,981197816,,43.99,,42.69
Trader Joes,981510405,66.19,58.69,56.39,56.99
Whole Foods,981510405,73.69,,1.99,
Walmart,981510405,62.82,55.77,53.53,
Wegmans,981510405,,59.99,,58.19
Safeway,981510405,,,59.29,59.99
Trader Joes,981620604,,,35.79,36.09
Walmart,981620604,,35.32,33.94,34.35
Wegmans,981620604,,37.99,,36.89
Whole Foods,981620604,,41.39,1.99,40.19
Safeway,981620604,,,,37.99
Trader Joes,986041768,,23.89,22.99,23.19
Walmart,986041768,,22.7,,22.01
Whole Foods,986041768,29.99,26.59,1.99,
Wegmans,986041768,,24.39,,23.69
Safeway,986041768,28.29,,,24.39
Walmart,986134213,61.77,54.74,52.64,53.14
Safeway,986134213,68.39,,,58.89
Trader Joes,986134213,,,,55.99
Whole Foods,986134213,72.39,64.19,1.99,62.29
Wegmans,986134213,,58.89,56.59,57.19
Whole Foods,987411986,,61.79,1.99,
Safeway,987411986,65.79,,,56.59
Trader Joes,987411986,62.49,,,53.79
Walmart,987411986,,52.62,50.67,51.14
Wegmans,987411986,,56.59,,54.99
Wegmans,987897892,,9.09,8.69,
Trader Joes,987897892,9.99,8.89,,
Whole Foods,987897892,,9.89,1.99,9.59
Safeway,987897892,,,8.99,9.09
Walmart,987897892,,8.45,8.15,
Wegmans,988776021,,37.99,,36.89
Trader Joes,988776021,41.89,,35.69,36.09
Whole Foods,988776021,,,1.99,
Walmart,988776021,39.81,35.34,,34.31
Safeway,988776021,,,37.59,
Walmart,988779486,,29.67,28.53,
Safeway,988779486,,,31.49,31.89
Trader Joes,988779486,,,,30.29
Whole Foods,988779486,39.19,34.69,1.99,
Wegmans,988779486,,31.89,,
Safeway,990258086,,,39.09,39.49
Trader Joes,990258086,,38.69,,37.59
Walmart,990258086,,36.74,,35.63
Whole Foods,990258086,48.59,43.09,1.99,
Wegmans,990258086,,39.49,37.89,38.29
Trader Joes,992105314,,,33.09,33.39
Whole Foods,992105314,,38.29,1.99,
Walmart,992105314,36.82,32.66,31.43,31.7
Wegmans,992105314,,35.09,33.69,34.09
Safeway,992105314,40.79,,,35.09
Walmart,992125856,,42.07,40.3,40.75
Wegmans,992125856,,45.09,43.39,43.79
Safeway,992125856,52.39,,44.69,
Trader Joes,992125856,,,,42.89
Whole Foods,992125856,,49.19,1.99,
Wegmans,993910240,,23.69,,22.99
Whole Foods,993910240,29.19,25.89,1.99,
Safeway,993910240,,,,23.69
Walmart,993910240,24.92,22.16,,
Walmart,994344572,,10.25,9.81,9.94
Wegmans,994344572,,10.89,10.49,10.59
Whole Foods,994344572,,11.89,,11.59
Trader Joes,994344572,12.09,10.69,,10.39
Safeway,994344572,,,,10.89
Safeway,995745822,47.49,,40.49,40.89
Whole Foods,995745822,,44.59,,
Walmart,995745822,,38.02,,36.91
Trader Joes,995745822,45.09,40.09,,38.89
Wegmans,995745822,,40.89,,39.69
Whole Foods,995798889,70.39,62.39,1.99,60.59
Trader Joes,995798889,,,53.89,54.39
Wegmans,995798889,,57.19,,55.59
Walmart,995798889,,53.22,51.13,
Safeway,995798889,66.49,,,57.19
Walmart,996262978,,,11.84,11.93
Whole Foods,996262978,16.19,14.39,1.99,13.89
Wegmans,996262978,,13.19,12.69,12.79
Safeway,996262978,,,,13.19
Trader Joes,996262978,,12.89,,12.49
Whole Foods,996849471,,12.79,1.99,
Wegmans,996849471,,11.79,11.29,11.39
Safeway,996849471,13.69,,,11.79
Walmart,996849471,12.32,11.04,,10.64
Trader Joes,996849471,,,,11.19
Trader Joes,998831540,40.49,35.89,,
Safeway,998831540,,,36.29,36.69
Wegmans,998831540,,36.69,,35.59
Whole Foods,998831540,,39.99,1.99,38.79
Walmart,998831540,,34.13,,33.12
Safeway,999185078,61.89,,52.79,53.29
Wegmans,999185078,,53.29,,51.69
Trader Joes,999185078,,52.19,,50.69
Walmart,999185078,,49.57,47.65,
Whole Foods,999185078,65.49,58.09,1.99,
